type,name,steam_appid,required_age,package_groups,platforms,categories,genres,release_date,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,achievements,discount,price,developer,publisher
game,Lovely Planet Arcade,436000,0,"[{'name': 'default', 'title': 'Buy Lovely Planet Arcade', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91186, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Lovely Planet Arcade - 5,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 599}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie,2016-07-22,20,6,Mostly Positive,40,14,54,9,0,5.99,quicktequila,tinyBuild Games
game,Lolly Joe,436060,0,[],windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,2016-08-05,6,0,6 user reviews,5,1,6,8,0,-1.0,Peter Valencia,Peter Valencia
game,Nadia Was Here,436070,0,"[{'name': 'default', 'title': 'Buy Nadia Was Here', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91207, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Nadia Was Here - 11,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1199}]}]",windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG;Strategy,2017-05-26,1,7,Positive,23,3,26,23,0,11.99,Jajaben Games,Indietopia Games 
game,Medusa's Labyrinth,436110,0,[],windows,Single-player;Partial Controller Support,Action;Adventure;Free to Play;Indie,2016-02-15,15,7,Positive,12,3,15,0,0,0.0,Guru Games,Guru Games
game,Empire of the Gods,436140,0,"[{'name': 'default', 'title': 'Buy Empire of the Gods', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91246, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Empire of the Gods - 1,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 199}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet,Casual;Indie;Strategy,2016-01-27,15,6,Mostly Positive,11,4,15,15,0,1.99,Lonely Troops,Lonely Troops
game,The Panic Room. House of secrets,436160,0,[],windows,Single-player;In-App Purchases,Adventure;Casual;Free to Play,2016-04-27,4,0,4 user reviews,2,2,4,0,0,0.0,GameXP.com,GameXP.com
game,Spacelords,436180,16,[],windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Remote Play on TV,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Strategy;Movie,2017-09-22,20,5,Mixed,24,21,45,32,0,0.0,MercurySteam,Mercury Steam Entertainment s.l.
game,A-10 VR,436220,0,"[{'name': 'default', 'title': 'Buy A-10 VR', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91279, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'A-10 VR - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;VR Support,Action;Indie,2016-04-05,20,8,Very Positive,111,8,119,13,0,4.99,Futuretown,Futuretown
game,Detached,436230,0,"[{'name': 'default', 'title': 'Buy Detached', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91282, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Detached - 22,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 2299}, {'packageid': 275366, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Detached - Commercial License - 41,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 4199}]}]",windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Simulation,2017-05-18,5,5,Mixed,112,55,167,47,0,22.99,Anshar Studios,Anshar Studios
game,Melancholy Republic,436240,0,"[{'name': 'default', 'title': 'Buy Melancholy Republic', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 95311, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Melancholy Republic - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player,Adventure;Casual;Indie,2018-04-12,16,5,Mixed,11,5,16,0,0,9.99,Cloud Runner Studios,None
game,Ultimate Arena FPS,436260,0,"[{'name': 'default', 'title': 'Buy Ultimate Arena FPS', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91363, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Ultimate Arena FPS - 14,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows;linux,Multi-player;PvP;Online PvP;Steam Achievements;In-App Purchases;Steam Cloud,Action;Indie,2016-09-05,13,4,Mostly Negative,5,8,13,7,0,14.99,Kenneth Caselli;Gianmarco Rocco,AceGamer Network
game,Civil War: 1863,436270,0,"[{'name': 'default', 'title': 'Buy Civil War: 1863', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91293, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Civil War: 1863 - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,2016-06-21,20,5,Mixed,13,7,20,28,0,9.99,HexWar Games,HexWar Games
game,Sudoku Quest,436280,0,"[{'name': 'default', 'title': 'Buy Sudoku Quest', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91296, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Sudoku Quest - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,2016-06-03,15,5,Mixed,8,7,15,35,0,3.99,Harbinger Beard,Harbinger Beard
game,Children of Zodiarcs,436290,0,"[{'name': 'default', 'title': 'Buy Children of Zodiarcs', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91300, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Children of Zodiarcs - 17,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1799}]}]",windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV,Indie;RPG;Strategy,2017-07-18,1,5,Mixed,152,71,223,40,0,17.99,Cardboard Utopia,Square Enix
game,Trials of the Blood Dragon,435480,0,"[{'name': 'default', 'title': 'Buy Trials of the Blood Dragon', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90987, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Trials of the Blood Dragon - 14,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Racing,2016-06-13,3,5,Mixed,73,43,116,20,0,14.99,Redlynx;Ubisoft Kiev,Ubisoft
game,Pierhead Arcade,435490,0,"[{'name': 'default', 'title': 'Buy Pierhead Arcade', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90990, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Pierhead Arcade - 8,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}, {'name': 'subscriptions', 'title': 'Buy Pierhead Arcade Subscription Plan', 'description': 'To be billed on a recurring basis.', 'selection_text': 'Starting at 8,19€ / month', 'save_text': '', 'display_type': '1', 'is_recurring_subscription': 'true', 'subs': [{'packageid': 138220, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '8,19€ / month', 'option_description': '<p class=""game_purchase_subscription"">8,19€ at checkout, auto-renewed every 1 month(s) at 8,19€.</p>', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,2016-09-21,20,8,Very Positive,185,18,203,66,0,8.19,Mechabit Ltd,Mechabit Ltd
game,The Final Station,435530,0,"[{'name': 'default', 'title': 'Buy The Final Station', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91035, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Final Station - 14,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Remote Play on TV,Action;Adventure;Indie,2016-08-30,5,6,Mostly Positive,1227,348,1575,23,0,14.99,DO MY BEST,tinyBuild
game,"My Tower, My Home",435600,0,[],windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Remote Play Together,Action;Indie;RPG;Strategy,2016-03-15,4,0,4 user reviews,2,2,4,41,0,0.0,Shoor Games,Shoor Games
game,apartment: a separated place,435730,0,"[{'name': 'default', 'title': 'Buy apartment: a separated place', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91086, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Apartment: A Separated Place - 14,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1499}]}]",windows;mac;linux,Single-player,Adventure;Indie,2020-02-14,4,0,4 user reviews,4,0,4,0,0,14.99,The Elsewhere Company,The Elsewhere Company
game,VIOLET: Space Mission,435780,0,"[{'name': 'default', 'title': 'Buy VIOLET: Space Mission', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91101, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'VIOLET: Space Mission - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows;mac,Single-player,Action;Indie;Simulation,2016-01-20,2,0,2 user reviews,0,2,2,0,0,4.99,Killer Lobster,Killer Lobster
game,10 Second Ninja X,435790,0,"[{'name': 'default', 'title': 'Buy 10 Second Ninja X', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91104, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '10 Second Ninja X - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards;Remote Play on TV,Action;Indie,2016-07-19,1,7,Positive,45,3,48,12,0,9.99,Four Circle Interactive,Curve Digital
game,Binaries,435800,0,"[{'name': 'default', 'title': 'Buy Binaries', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91107, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Binaries - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Remote Play on TV,Action;Indie,2016-04-04,20,7,Positive,32,3,35,21,0,9.99,Ant Workshop Ltd,Ant Workshop Ltd
game,The Preposterous Awesomeness of Everything,435840,0,"[{'name': 'default', 'title': 'Buy The Preposterous Awesomeness of Everything', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91119, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Preposterous Awesomeness of Everything - 6,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 699}]}]",windows,Single-player;Steam Achievements,Adventure;Indie,2016-02-09,20,7,Positive,39,1,40,20,0,6.99,Joe Richardson,Joe Richardson
game,Philia : the Sequel to Elansar,435080,0,"[{'name': 'default', 'title': 'Buy Philia : the Sequel to Elansar', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90838, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Philia : the Sequel to Elansar - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac;linux,Single-player,Adventure,2016-01-11,1,0,1 user reviews,1,0,1,0,0,3.99,OrionSoft,OrionSoft
game,2Dark,435100,18,"[{'name': 'default', 'title': 'Buy 2Dark', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90844, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '2Dark - 24,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 2499}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV,Adventure;Indie,2017-03-10,2,5,Mixed,42,20,62,15,0,24.99,Gloomywood,Nacon
game,Rusty Lake Hotel,435120,0,"[{'name': 'default', 'title': 'Buy Rusty Lake Hotel', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 91805, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Rusty Lake Hotel - 1,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 199}]}]",windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,2016-01-29,3,8,Very Positive,951,79,1030,23,0,1.99,Rusty Lake,Rusty Lake
game,Rush for gold: Alaska,435140,0,"[{'name': 'default', 'title': 'Buy Rush for gold: Alaska', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90856, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Rush for gold: Alaska - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player;Steam Trading Cards,Casual;Strategy,2016-01-14,7,0,7 user reviews,7,0,7,0,0,3.99,Rainbow Games,Rainbow Games
game,Medieval Playground,435230,0,"[{'name': 'default', 'title': 'Buy Medieval Playground', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90913, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Medieval Playground - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Action;RPG;Early Access,2016-01-29,10,5,Mixed,4,6,10,0,0,4.99,Americo Mateus Rodrigues,Universus Software
game,Deadhunt,435250,0,"[{'name': 'default', 'title': 'Buy Deadhunt', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90922, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Deadhunt - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Action,2016-01-12,20,6,Mostly Positive,24,8,32,0,0,4.99,REL Games,REL Games
game,Planet Stronghold: Colonial Defense,435260,0,"[{'name': 'default', 'title': 'Buy Planet Stronghold: Colonial Defense', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90925, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet Stronghold: Colonial Defense - 19,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1999}, {'packageid': 102284, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet Stronghold: Colonial Defense - Deluxe Edition - 22,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 2299}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;Strategy,2016-03-09,1,6,Mostly Positive,15,5,20,32,0,19.99,Winter Wolves,Winter Wolves
game,We Know the Devil,435300,0,"[{'name': 'default', 'title': 'Buy We Know the Devil', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 92415, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'We Know the Devil - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}]}]",windows;mac,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,2016-02-15,2,8,Very Positive,497,34,531,5,0,5.69,Pillow Fight;Worst Girls Games,Pillow Fight
game,Campus Notes - forget me not.,435360,0,"[{'name': 'default', 'title': 'Buy Campus Notes - forget me not.', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90951, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'forget me not - 11,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1199}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,2016-04-06,1,7,Positive,39,2,41,54,0,11.99,4th cluster,Dogenzaka Lab
game,Hidden Folks,435400,0,"[{'name': 'default', 'title': 'Buy Hidden Folks', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90963, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Hidden Folks - 11,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1199}]}]",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet,Adventure;Casual;Indie,2017-02-15,4,9,Overwhelmingly Positive,2312,77,2389,8,0,11.99,Adriaan de Jongh;Sylvain Tegroeg,Adriaan de Jongh
game,Operation: Matriarchy,435420,0,"[{'name': 'default', 'title': 'Buy Operation: Matriarchy', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90969, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Operation: Matriarchy - 5,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 599}]}]",windows,Single-player;Steam Trading Cards,Action,2016-01-29,20,5,Mixed,18,10,28,0,0,5.99,Madia Entertainment,Buka Entertainment
game,NotCoD™,435460,0,"[{'name': 'default', 'title': 'Buy NotCoD™', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90981, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'NotCoD - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Remote Play Together,Action;Casual;Indie,2016-05-19,20,7,Positive,41,2,43,73,0,4.99,NotGames,NotGames
game,Octahedron: Transfixed Edition,434660,0,"[{'name': 'default', 'title': 'Buy Octahedron: Transfixed Edition', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90704, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Octahedron: Transfixed Edition - 12,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1299}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,2018-03-20,2,8,Very Positive,49,2,51,35,0,12.99,Demimonde,Square Enix 
game,Forgotten Ball,434700,0,"[{'name': 'default', 'title': 'Buy Forgotten Ball', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90710, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Forgotten Ball - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support,Indie,2016-03-03,4,0,4 user reviews,2,2,4,27,0,0.79,littleGigantic,littleGigantic
game,Half Dead,434730,0,"[{'name': 'default', 'title': 'Buy Half Dead', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90719, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Half dead - 1,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 199}]}]",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Adventure,2016-08-01,3,6,Mostly Positive,815,248,1063,18,0,1.99,Room710Games,Room710Games
game,Lichtspeer,434740,0,[],windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV,Action;Adventure;Indie,2016-09-27,20,6,Mostly Positive,55,15,70,20,0,-1.0,Lichthund,Lichthund;Crunching Koalas
game,Z-Exemplar,434750,0,"[{'name': 'default', 'title': 'Buy Z-Exemplar', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90725, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Z-Exemplar - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}]}]",windows;mac;linux,Single-player;Full controller support,Action;Indie,2016-11-25,20,7,Positive,20,0,20,18,0,2.39,Suminell Studios,Suminell Studios
game,Planet 1138,434790,0,"[{'name': 'default', 'title': 'Buy Planet 1138', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90737, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet 1138 - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy,2016-02-18,5,0,5 user reviews,1,4,5,18,0,2.99,Bionic Pony,Triskelia Games
game,The Great Escape,434800,0,"[{'name': 'default', 'title': 'Buy The Great Escape', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90740, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Great Escape - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,2016-01-11,6,0,6 user reviews,1,5,6,0,0,3.99,XiNFiNiTY Games,OtakuMaker SARL
game,Brushwood Buddies,434820,0,"[{'name': 'default', 'title': 'Buy Brushwood Buddies', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90746, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Brushwood Buddies - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie,2016-02-17,1,7,Positive,23,3,26,13,0,2.99,Steven Colling,Steven Colling
game,Wanderjahr,434860,0,"[{'name': 'default', 'title': 'Buy Wanderjahr', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90759, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Wanderjahr - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,2016-02-18,4,0,4 user reviews,3,1,4,16,0,9.99,Workyrie Game Studio,Workyrie Game Studio
game,Megalo Polis,434870,0,"[{'name': 'default', 'title': 'Buy Megalo Polis', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90762, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Megalo Polis - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows;mac,Single-player;Steam Achievements,Indie;Strategy,2016-11-01,3,0,3 user reviews,2,1,3,12,0,4.99,Black Sheep studio,Black Sheep studio
game,Hieroglyphika,434880,0,"[{'name': 'default', 'title': 'Buy Hieroglyphika', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 90765, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Hieroglyphika - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,2016-02-03,20,5,Mixed,38,21,59,12,0,9.99,M. Hanka,Liu Lidan
